product_id,product_label,term,bank,language,date,value
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-09-12,6
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-09-19,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-09-26,9
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-10-03,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-10-10,6
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-10-17,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-10-24,6
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-10-31,7
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-11-07,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-11-14,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-11-21,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-11-28,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-12-05,7
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-12-12,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-12-19,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2021-12-26,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-01-02,6
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-01-09,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-01-16,7
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-01-23,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-01-30,19
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-02-06,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-02-13,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-02-20,6
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-02-27,3
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-03-06,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-03-13,6
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-03-20,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-03-27,7
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-04-03,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-04-10,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-04-17,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-04-24,3
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-05-01,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-05-08,3
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-05-15,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-05-22,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-05-29,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-06-05,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-06-12,3
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-06-19,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-06-26,7
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-07-03,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-07-10,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-07-17,5
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-07-24,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-07-31,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-08-07,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-08-14,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-08-21,8
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-08-28,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-09-04,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-09-11,6
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-09-18,4
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-09-25,0
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-10-02,6
app_mobile_argenta,Application mobile bancaire (Argenta vs ING),Argenta app,ARGENTA,multi,2022-10-09,5
